act,link,pic,sco,title 
杰弗里·迪恩·…、佐伊·索尔达娜,http://dianying.2345.com/detail/71638.html,http//imgwx4.2345.com/dypcimg/img/d/23/s71638.jpg?1438845385,8.9,失败者
史蒂文·席格、DMX,http://dianying.2345.com/detail/27462.html,http//imgwx2.2345.com/dypcimg/img/douban/1302348/postb_s3556805_mini.jpg,5.9,以毒攻毒
尚格·云顿、迈克尔·加·怀…,http://dianying.2345.com/detail/150464.html,http//imgwx1.2345.com/dypcimg/img/f/50/s150464.jpg,8.7,再造战士2反攻时刻
特里斯坦·吉姆…、MorganRoberts,http://dianying.2345.com/detail/131900.html,http//imgwx5.2345.com/dypcimg/img/c/43/s131900.jpg?1410496607,7.8,敌军帝国
查理兹·塞隆、克里斯蒂娜·里…,http://dianying.2345.com/detail/38137.html,http//imgwx4.2345.com/dypcimg/img/c/12/s38137.jpg?1366167482,7.6,女魔头
尚格云顿、斯科特·阿金斯,http://dianying.2345.com/detail/32994.html,http//imgwx3.2345.com/dypcimg/cae/e/10/32994/6f0c4c6a5fe4eba9b724eeb7655df424.jpg,8.4,刺杀游戏
贾斯廷·威林、佩瑞·里维斯,http://dianying.2345.com/detail/26789.html,http//imgwx5.2345.com/dypcimg/img/5/8/s26789.jpg?1447135649,5.0,鬼娃回魂3
克里斯蒂安·贝…、约翰·马尔科维…,http://dianying.2345.com/detail/40295.html,http//imgwx3.2345.com/dypcimg/img/9/13/s40295.jpg,7.8,太阳帝国
克里斯·派恩、凯拉·奈特莉,http://dianying.2345.com/detail/105937.html,http//imgwx2.2345.com/dypcimg/img/a/35/s105937.jpg,7,一触即发2014
凯文·科斯特纳、茜茜·斯派塞克,http://dianying.2345.com/detail/52281.html,http//imgwx4.2345.com/dypcimg/img/d/17/1e03d3abf78d6a19c90cbce7ed39d6ab.jpg,8.8,刺杀肯尼迪
史蒂夫·麦奎因、卡尔·莫尔登,http://dianying.2345.com/detail/165833.html,http//imgwx4.2345.com/dypcimg/img/1/55/s165833.jpg,8.9,西部浪子
让-皮埃尔·利奥…、杰奎琳·比塞特,http://dianying.2345.com/detail/163710.html,http//imgwx1.2345.com/dypcimg/img/0/54/s163710.jpg,8.2,白天不懂夜的黑
凯特·温斯莱特、凯文·斯派西,http://dianying.2345.com/detail/40831.html,http//imgwx3.2345.com/dypcimg/img/b/13/s40831.jpg,8.7,大卫戈尔的一生
Renée Soutend…、Victor Lw,http://dianying.2345.com/detail/194317.html,http//imgwx1.2345.com/dypcimg/img/5/64/s194317.jpg,7.1,迷情机密
娜奥米·沃茨、西蒙·贝克,http://dianying.2345.com/detail/193981.html,http//imgwx2.2345.com/dypcimg/img/a/64/s193981.jpg,7.0,午夜凶铃2美版
威廉·麦鲍瑟、布丽特·马灵,http://dianying.2345.com/detail/29376.html,http//imgwx1.2345.com/dypcimg/img/e/9/s29376.jpg?1466746297,5.2,另一个地球
Ralph Fiennes、克里斯汀·斯科…,http://dianying.2345.com/detail/39314.html,http//imgwx1.2345.com/dypcimg/cae/7/13/39314/9fecc746b69a5fbd8b06a80162622b6b.jpg,8.4,英国病人
董骠、林秀君,http://dianying.2345.com/detail/189671.html,http//imgwx5.2345.com/dypcimg/img/7/63/s189671.jpg,8.4,殭尸少爷
亨利·卡维尔、艾丽西亚·维坎…,http://dianying.2345.com/detail/144700.html,http//imgwx2.2345.com/dypcimg/img/6/48/s144700.jpg?1427439994,8.1,秘密特工
彼得·芬奇、丽芙·乌曼,http://dianying.2345.com/detail/169493.html,http//imgwx3.2345.com/dypcimg/img/4/56/s169493.jpg,7.3,对岸的战争
理查德·威德马…、卡罗尔·贝克,http://dianying.2345.com/detail/173847.html,http//imgwx3.2345.com/dypcimg/img/e/57/s173847.jpg,7.0,安邦定国志原声
格扎·罗里格,http://dianying.2345.com/detail/148112.html,http//imgwx2.2345.com/dypcimg/img/2/49/s148112.jpg,8.7,索尔之子
丹尼斯·奎德、杰森·帕特里克,http://dianying.2345.com/detail/55174.html,http//imgwx3.2345.com/dypcimg/img/0/448408/d89aa6aed49e6b42a28188517001c6ac.jpg,7.1,边城英烈传
詹姆斯·克伦威…、玛格达·苏班斯…,http://dianying.2345.com/detail/61783.html,http//imgwx2.2345.com/dypcimg/img/6/449792/6a9b32763d3a233c7f3b270ae52cd028.jpg,7.7,小猪宝贝
乔基·亨莉、斯堪德·凯恩斯,http://dianying.2345.com/detail/54395.html,http//imgwx4.2345.com/dypcimg/img/d/18/s54395.jpg?1453880490,8.1,纳尼亚传奇2凯斯宾王子
武兆堤、林克,http://dianying.2345.com/detail/150399.html,http//imgwx1.2345.com/dypcimg/img/1/50/s150399.jpg,7.7,回到自己队伍中来
莎斯齐娅·罗森…、米卡·赛德尔,http://dianying.2345.com/detail/90084.html,http//imgwx5.2345.com/dypcimg/img/5/30/s90084.jpg?1470042008,9.0,少女洛荷
麻生祐未、本格尔,http://dianying.2345.com/detail/150563.html,http//imgwx3.2345.com/dypcimg/img/9/50/s150563.jpg,9.0,绊
达斯汀·霍夫曼、梅丽尔·斯特里…,http://dianying.2345.com/detail/34425.html,http//imgwx4.2345.com/dypcimg/cae/3/11/34425/8b003ac351e128bbc024dd1784a44841.jpg,8.4,克莱默夫妇
杰玛·阿特登、杰瑞米·雷纳,http://dianying.2345.com/detail/66125.html,http//imgwx1.2345.com/dypcimg/img/2/22/s66125.jpg?1460528333,7.1,韩赛尔与格蕾特女巫猎人
金赛纶、朴度妍,http://dianying.2345.com/detail/31049.html,http//imgwx2.2345.com/dypcimg/cae/e/10/31049/e85f23a300869d8045d87e552b376246.jpg,8.8,崭新的生活
丹尼尔·戴-刘易…、玛德琳·斯托,http://dianying.2345.com/detail/128633.html,http//imgwx4.2345.com/dypcimg/img/b/42/s128633.jpg?1410496177,7.9,最后的莫希干人
米歇尔·菲佛、杰西卡·兰格,http://dianying.2345.com/detail/97921.html,http//imgwx3.2345.com/dypcimg/img/9/32/s97921.jpg?1410494768,7.4,陌上伊人
克里斯·梅西纳、罗根·马歇尔-格…,http://dianying.2345.com/detail/35733.html,http//imgwx3.2345.com/dypcimg/cae/e/11/35733/53721ab536d4da3eec93e333f9a8797f.jpg,8.8,电梯里的恶魔
,http://dianying.2345.com/detail/194585.html,http//imgwx4.2345.com/dypcimg/img/8/64/s194585.jpg,7.1,乐高史酷比狂欢海滩之谜
阿部宽、真木阳子,http://dianying.2345.com/detail/165482.html,http//imgwx2.2345.com/dypcimg/img/6/55/s165482.jpg,8.6,比海更深
赵燕侠、刘雪涛,http://dianying.2345.com/detail/193528.html,http//imgwx3.2345.com/dypcimg/img/2/64/s193528.jpg,8.1,红娘
,http://dianying.2345.com/detail/193418.html,http//imgwx1.2345.com/dypcimg/img/6/64/s193418.jpg,8.1,迪士尼电影精选集
方丈、张海龙,http://dianying.2345.com/detail/192295.html,http//imgwx5.2345.com/dypcimg/img/e/64/s192295.jpg,7.9,江湖豪情—特殊任务
可奇、温超,http://dianying.2345.com/detail/191387.html,http//imgwx1.2345.com/dypcimg/img/e/63/s191387.jpg,8.3,赌侠遇上魔术师
阿尼卡·诺尼·…、布鲁诺·坎波斯,http://dianying.2345.com/detail/160868.html,http//imgwx3.2345.com/dypcimg/img/f/53/s160868.jpg,8.2,公主与青蛙
冯可、张悦,http://dianying.2345.com/detail/189972.html,http//imgwx3.2345.com/dypcimg/img/a/63/s189972.jpg,7.9,摸金笑尉上
周子熙、路思奇,http://dianying.2345.com/detail/179209.html,http//imgwx3.2345.com/dypcimg/img/4/59/s179209.jpg,7.8,钢管舞娘
德鲁·巴里摩尔、凯文·尼龙,http://dianying.2345.com/detail/110538.html,http//imgwx5.2345.com/dypcimg/img/7/466466/327207e0f86f3a33a5571813b03082c2.jpg,8.0,单亲度假村
约翰·韦恩、比德洛·阿门德…,http://dianying.2345.com/detail/169494.html,http//imgwx3.2345.com/dypcimg/img/f/56/s169494.jpg,8.6,生死金天鹅
申河均、张赫,http://dianying.2345.com/detail/168545.html,http//imgwx1.2345.com/dypcimg/img/4/56/s168545.jpg,7.6,纯真时代
漆子美、颜敬杰,http://dianying.2345.com/detail/168542.html,http//imgwx4.2345.com/dypcimg/img/5/56/s168542.jpg,7.0,玩命爱个姑娘
刘博庆、张艳春,http://dianying.2345.com/detail/163091.html,http//imgwx4.2345.com/dypcimg/img/b/54/s163091.jpg,9.0,神马是爱情
周笔畅、张柏芝,http://dianying.2345.com/detail/19032.html,http//imgwx4.2345.com/dypcimg/cae/d/6/19032/49c6c7746584634cc69a095f6367f242.jpg,4.6,第601个电话
凯瑟琳·泽塔-琼…、芮妮·齐薇格,http://dianying.2345.com/detail/37809.html,http//imgwx2.2345.com/dypcimg/cae/5/12/37809/50c1b01ec8ee5d0b43baa529cdcd41e3.jpg,8.4,芝加哥
比尔·默瑞、安迪·麦克道威…,http://dianying.2345.com/detail/91537.html,http//imgwx2.2345.com/dypcimg/img/c/30/s91537.jpg?1404886122,5.1,土拨鼠之日
库诺·贝克、亚历桑德罗·尼…,http://dianying.2345.com/detail/55945.html,http//imgwx4.2345.com/dypcimg/img/d/448438/06f29e3c5cd96c23bed60da06433baa8.jpg,7.4,一球成名
茱莉亚·多德、乌维·鲍尔,http://dianying.2345.com/detail/150649.html,http//imgwx3.2345.com/dypcimg/img/0/50/s150649.jpg,7.0,92任务
约翰·韦恩、杰弗里·亨特,http://dianying.2345.com/detail/41424.html,http//imgwx2.2345.com/dypcimg/img/3/13/s41424.jpg,7.8,搜索者
亚历山大·伊瓦…、斯维特拉娜·楚…,http://dianying.2345.com/detail/150504.html,http//imgwx1.2345.com/dypcimg/img/1/50/s150504.jpg,8.8,雅罗斯拉夫千年记忆
西格妮·韦弗、薇诺娜·瑞德,http://dianying.2345.com/detail/150897.html,http//imgwx5.2345.com/dypcimg/img/6/50/s150897.jpg,7.5,异形4
卢克·伊万斯、莎拉·加顿,http://dianying.2345.com/detail/125319.html,http//imgwx4.2345.com/dypcimg/img/1/41/s125319.jpg?1410495913,8.0,德古拉元年
John Cena、罗伯特·帕特里…,http://dianying.2345.com/detail/26349.html,http//imgwx2.2345.com/dypcimg/img/2/8/s26349.jpg,9.2,海军陆战队员
迈克尔·瓦尔坦、特瑞·欧奎恩,http://dianying.2345.com/detail/135818.html,http//imgwx3.2345.com/dypcimg/img/1/45/s135818.jpg,5.5,火山大爆发2
Tommy Tiernan、凱特哈德森,http://dianying.2345.com/detail/52710.html,http//imgwx3.2345.com/dypcimg/img/a/449215/8e0e31082fed6e7c35fcb8a82eba4560.jpg,7.7,引郎入室
庵野秀明、泷本美织,http://dianying.2345.com/detail/103262.html,http//imgwx5.2345.com/dypcimg/img/1/34/s103262.jpg?1396595928,8.3,起风了
布莱德利·库珀、扎克·加利费安…,http://dianying.2345.com/detail/46781.html,http//imgwx4.2345.com/dypcimg/img/8/15/s46781.jpg,7.8,宿醉2
Michael Beck、詹姆斯·瑞马尔,http://dianying.2345.com/detail/39997.html,http//imgwx3.2345.com/dypcimg/img/2/13/s39997.jpg,7.0,战士帮
Josh Cooke、Bre Blair,http://dianying.2345.com/detail/165911.html,http//imgwx5.2345.com/dypcimg/img/4/55/s165911.jpg,8.7,隔离区2终点站
赛琳娜·戈麦斯、安德鲁·西雷,http://dianying.2345.com/detail/164274.html,http//imgwx1.2345.com/dypcimg/img/5/54/s164274.jpg,8.1,灰姑娘的故事2
亚伦·斯坦福、凯瑟琳·奎南,http://dianying.2345.com/detail/160925.html,http//imgwx3.2345.com/dypcimg/img/8/53/s160925.jpg?1447237061,9.0,隔山有眼2006
西尔维斯特·史…、安东尼奥·班德…,http://dianying.2345.com/detail/164661.html,http//imgwx2.2345.com/dypcimg/img/8/54/s164661.jpg,8.7,刺客战场
Greg Kinnear、凯利·蕾莉,http://dianying.2345.com/detail/150344.html,http//imgwx5.2345.com/dypcimg/img/2/50/s150344.jpg,8.7,天堂真的存在
Sren、Stter-Lassen,http://dianying.2345.com/detail/108508.html,http//imgwx2.2345.com/dypcimg/img/f/36/s108508.jpg?1401760820,7.0,玛丽的激情
布鲁斯·威利斯、布拉德·皮特,http://dianying.2345.com/detail/76608.html,http//imgwx4.2345.com/dypcimg/img/f/25/s76608.jpg?1453877866,8,十二猴子
李显龙,http://dianying.2345.com/detail/194314.html,http//imgwx2.2345.com/dypcimg/img/f/64/s194314.jpg,8.1,侠哥靓女之极端游戏
何育骏、王伟,http://dianying.2345.com/detail/193914.html,http//imgwx4.2345.com/dypcimg/img/c/64/s193914.jpg,8.7,御前法医大仵作1
蕾切尔·薇兹、汤姆·威尔金森,http://dianying.2345.com/detail/193696.html,http//imgwx5.2345.com/dypcimg/img/a/64/s193696.jpg,8.4,否认
李丽芳、赵文奎,http://dianying.2345.com/detail/193692.html,http//imgwx3.2345.com/dypcimg/img/a/64/s193692.jpg,7.3,海港重制版
柠萌,http://dianying.2345.com/detail/193405.html,http//imgwx2.2345.com/dypcimg/img/e/64/s193405.jpg,7.2,疑魂
本·巴恩斯、斯堪德·凯恩斯,http://dianying.2345.com/detail/27031.html,http//imgwx3.2345.com/dypcimg/img/2/9/s27031.jpg?1453880530,8.0,纳尼亚传奇3黎明踏浪号
麦克·梅尔斯、艾迪·墨菲,http://dianying.2345.com/detail/149420.html,http//imgwx3.2345.com/dypcimg/img/a/49/s149420.jpg,8,怪物史瑞克3
周文羽、李灵儿,http://dianying.2345.com/detail/192682.html,http//imgwx4.2345.com/dypcimg/img/a/64/s192682.jpg,8.3,竖锯惊魂1夜魔归来
克里斯·帕拉特、詹妮弗·劳伦斯,http://dianying.2345.com/detail/191691.html,http//imgwx5.2345.com/dypcimg/img/b/63/s191691.jpg,7.9,太空旅客国语
秦兆金、夏天,http://dianying.2345.com/detail/191678.html,http//imgwx3.2345.com/dypcimg/img/1/63/s191678.jpg,8.2,捉个九尾狐做女友
Amy Steel、John Furey,http://dianying.2345.com/detail/27329.html,http//imgwx3.2345.com/dypcimg/img/8/9/s27329.jpg?1448871713,5.5,黑色星期五2
道恩·强森、西恩·威廉·斯…,http://dianying.2345.com/detail/182110.html,http//imgwx3.2345.com/dypcimg/img/2/60/s182110.jpg,8.5,丛林奇兵
阿部隆史、瑛太,http://dianying.2345.com/detail/189355.html,http//imgwx5.2345.com/dypcimg/img/8/63/s189355.jpg,8.5,殿下给点利息
张曼玉、赵文卓,http://dianying.2345.com/detail/174326.html,http//imgwx3.2345.com/dypcimg/img/d/58/s174326.jpg,9.0,青蛇粤语
尚格·云顿、鲍沃斯·布斯,http://dianying.2345.com/detail/61719.html,http//imgwx4.2345.com/dypcimg/img/b/449561/bcffe3b1811c5f73327a4eeafd7f3086.jpg,7.2,突然死亡
姜受延、车仁表,http://dianying.2345.com/detail/104881.html,http//imgwx4.2345.com/dypcimg/img/e/463010/4f12360e7fcde5168d2079b970119d39.jpg,7.8,西域情怀
丹尼·德维托、艾伯丝·戴维兹,http://dianying.2345.com/detail/91570.html,http//imgwx5.2345.com/dypcimg/img/3/30/s91570.jpg?1410494267,7.8,玛蒂尔达
Corri English、Scot Davis,http://dianying.2345.com/detail/39318.html,http//imgwx2.2345.com/dypcimg/img/7/13/s39318.jpg,8.7,死不瞑目
奥黛丽·赫本、亨利·方达,http://dianying.2345.com/detail/27477.html,http//imgwx2.2345.com/dypcimg/cae/b/9/27477/f1955dcffa69fb453312def715a99d7f.jpg,9.0,战争与和平
泰隆·鲍华、玛琳·黛德丽,http://dianying.2345.com/detail/90878.html,http//imgwx3.2345.com/dypcimg/img/a/459795/ab480e6ff24f36097f75d3de62382fb3.jpg,5.7,控方证人
西尔维斯特·史…、比利·迪·威廉…,http://dianying.2345.com/detail/150971.html,http//imgwx3.2345.com/dypcimg/img/8/50/s150971.jpg,8.7,夜鹰
维多里娅·普契…、桑地亚哥·卡布…,http://dianying.2345.com/detail/150976.html,http//imgwx3.2345.com/dypcimg/img/a/50/s150976.jpg?1437018813,8.7,安娜卡列尼娜2013上
布拉德·皮特、杰森·斯坦森,http://dianying.2345.com/detail/52815.html,http//imgwx1.2345.com/dypcimg/img/c/17/s52815.jpg?1368437276,8.5,偷拐抢骗
丹泽尔·华盛顿、加里·奥德曼,http://dianying.2345.com/detail/150657.html,http//imgwx5.2345.com/dypcimg/img/0/50/s150657.jpg,8.0,伊莱之书
Jason Wiles、Cerina Vincent,http://dianying.2345.com/detail/150830.html,http//imgwx1.2345.com/dypcimg/img/6/50/s150830.jpg,7.7,莫妮卡新
Nick Principe、Robin Sydney,http://dianying.2345.com/detail/151372.html,http//imgwx5.2345.com/dypcimg/img/d/50/s151372.jpg,7.7,美国肌肉
凯文·贝肯、尼古拉斯·亚特,http://dianying.2345.com/detail/23589.html,http//imgwx2.2345.com/dypcimg/cae/0/7/23589/7a2c9e677960b6775bcc0d12a59b70cb.jpg,7.3,护送钱斯
安吉丽娜·朱莉、伊丽莎白·米切…,http://dianying.2345.com/detail/30256.html,http//imgwx3.2345.com/dypcimg/img/7/10/s30256.jpg,7.5,吉娅
张峻宁、马梓涵,http://dianying.2345.com/detail/54817.html,http//imgwx5.2345.com/dypcimg/img/8/18/s54817.jpg?1456392605,7.9,歌舞青春中国版
丛珊、张伟欣,http://dianying.2345.com/detail/39815.html,http//imgwx4.2345.com/dypcimg/img/c/13/s39815.jpg?1364959041,7.4,良家妇女
孙道临、三国连太郎,http://dianying.2345.com/detail/194221.html,http//imgwx2.2345.com/dypcimg/img/f/64/s194221.jpg,8.9,一盘没有下完的棋
米切尔·莫索、Walt Willey,http://dianying.2345.com/detail/193971.html,http//imgwx5.2345.com/dypcimg/img/3/64/s193971.jpg,8.6,Z先生
李奔、贺淑婧,http://dianying.2345.com/detail/192438.html,http//imgwx5.2345.com/dypcimg/img/6/64/s192438.jpg,7.1,霸道女特工
扎克·埃夫隆、瓦妮莎·哈金斯,http://dianying.2345.com/detail/51339.html,http//imgwx5.2345.com/dypcimg/img/douban/1765009/postb_s1636246_mini.jpg,7.7,歌舞青春
汤姆·汉克斯、丹泽尔·华盛顿,http://dianying.2345.com/detail/28875.html,http//imgwx1.2345.com/dypcimg/img/b/9/s28875.jpg?1467107013,8.6,费城故事1993
卡梅隆·迪亚茨、德鲁·巴里摩尔,http://dianying.2345.com/detail/33005.html,http//imgwx5.2345.com/dypcimg/img/f/11/s33005.jpg?1456390884,5.2,霹雳娇娃2
埃文·蕾切尔·…、艾伦·卡明,http://dianying.2345.com/detail/138992.html,http//imgwx1.2345.com/dypcimg/img/5/46/s138992.jpg?1447987841,7.5,仲夏夜魔法
约翰尼·德普、…,http://dianying.2345.com/detail/47802.html,http//imgwx5.2345.com/dypcimg/img/a/15/s47802.jpg?1464163327,7.1,独行侠
曹景阳、辛静,http://dianying.2345.com/detail/151175.html,http//imgwx5.2345.com/dypcimg/img/4/50/s151175.jpg,8.1,望穿秋水
周里京、高明,http://dianying.2345.com/detail/166830.html,http//imgwx1.2345.com/dypcimg/img/8/55/s166830.jpg,8.0,赌王出山
Kelly Stables、Vicki Lewis,http://dianying.2345.com/detail/164624.html,http//imgwx3.2345.com/dypcimg/img/3/54/s164624.jpg,7.2,猫和老鼠迷失之龙
诺兰·诺斯、詹姆斯·阿诺德…,http://dianying.2345.com/detail/129281.html,http//imgwx4.2345.com/dypcimg/img/6/43/s129281.jpg?1467768678,8.6,忍者神龟2007
海顿·潘妮蒂尔、Paul Rust,http://dianying.2345.com/detail/37699.html,http//imgwx4.2345.com/dypcimg/img/2/12/s37699.jpg,5.3,校花我爱你
翠茜·阿姆斯特…、卢蒂娜·卫斯理,http://dianying.2345.com/detail/25538.html,http//imgwx1.2345.com/dypcimg/img/9/8/s25538.jpg?1445846563,8.5,舞动青春2008
Václav Jirác…、Ivan Martinka,http://dianying.2345.com/detail/150931.html,http//imgwx4.2345.com/dypcimg/img/c/50/s150931.jpg,8.2,中欧罗宾汉
阿伽塔·特泽布…、阿伽塔·库雷斯…,http://dianying.2345.com/detail/150679.html,http//imgwx3.2345.com/dypcimg/img/f/50/s150679.jpg,8.2,修女伊达
董骠、许冠英,http://dianying.2345.com/detail/32927.html,http//imgwx2.2345.com/dypcimg/cae/8/10/32927/1ead20bb8c9f0ae75c738c015469e68f.jpg,8.8,奸人本色
胡军、司汗,http://dianying.2345.com/detail/52338.html,http//imgwx4.2345.com/dypcimg/img/9/17/s52338.jpg,9.0,东宫西宫
约翰尼·德普、弗兰克·兰格拉,http://dianying.2345.com/detail/33544.html,http//imgwx2.2345.com/dypcimg/img/b/11/s33544.jpg?1377138015,7.2,第九道门
贾宏声、张京生,http://dianying.2345.com/detail/19631.html,http//imgwx3.2345.com/dypcimg/img/c/6/s19631.jpg?1423464977,7.5,银蛇谋杀案
琼·克劳馥、杰克·卡森,http://dianying.2345.com/detail/73445.html,http//imgwx4.2345.com/dypcimg/img/9/451753/0259eb6ac46a6c53a04422f5b8adb44c.jpg,5.9,欲海情魔
史蒂文·席格、Darren Shahlav…,http://dianying.2345.com/detail/3499.html,http//imgwx1.2345.com/dypcimg/cae/3/1/3499/1622bab77b130eda4bb7a7f8b97a36c8.jpg,8.6,天罡星下凡
陈淑兰、罗烈,http://dianying.2345.com/detail/50151.html,http//imgwx4.2345.com/dypcimg/img/2/16/s50151.jpg?1454381890,5.8,子弹出租
尼古拉斯·凯奇、帕特丽夏·阿奎…,http://dianying.2345.com/detail/105088.html,http//imgwx3.2345.com/dypcimg/img/7/463039/acda42f8d128e963bc22963b9dec0ce9.jpg,5.4,穿梭阴阳界
李英河、李惠淑,http://dianying.2345.com/detail/82929.html,http//imgwx1.2345.com/dypcimg/img/6/27/s82929.jpg?1398340652,5.9,悲怆
